name,cas,comptype,formula,molar_mass_kg_per_mol,liquid_density_kg_per_m3,tc_k,pc_pa,acentric_factor,normal_boiling_point_k,mwavg,critical_volume_m3_per_mol,href,cpa,cpb,cpc,cpd,cpe,antoine_type,antoinea,antoineb,antoinec,antoined,antoinee,dipole_moment_debye,viscosity_correction_factor,ljdiameter,ljeps,sphericalcoreradius,liqvisc1,liqvisc2,liqvisc3,liqvisc4,gibbsenergyofformation,dielectricparameter1,dielectricparameter2,dielectricparameter3,dielectricparameter4,dielectricparameter5,ioniccharge,referencestatetype,henrycoef1,henrycoef2,henrycoef3,henrycoef4,schwartzentruber1,schwartzentruber2,schwartzentruber3,liquidconductivity1,liquidconductivity2,liquidconductivity3,parachor,heatoffusion,triplepointdensity,triplepointpressure,triplepointtemperature,meltingpointtemperature,enthalpyofformation,absoluteentropy,soliddensitycoefs1,soliddensitycoefs2,soliddensitycoefs3,soliddensitycoefs4,heatofvaporizationcoefs1,heatofvaporizationcoefs2,heatofvaporizationcoefs3,heatofvaporizationcoefs4,stddens,mc1,mc2,mc3,twucoon1,twucoon2,twucoon3,associationsites,associationscheme,racketzcpa,volcorrcpa_t,associationboundingvolume_srk,associationenergy,acpa_srk,bcpa_srk,mcpa_srk,acpa_pr,bcpa_pr,mcpa_pr,associationboundingvolume_pr,antoinesolida,antoinesolidb,antoinesolidc,hsub,criticalviscosity,hydratea1small,hydrateb1small,hydratea1large,hydrateb1large,hydratea2small,hydrateb2small,hydratea2large,hydrateb2large,hydrateformer,msaft,sigma_saft_m,epsiksaft,associationboundingvolume_pcsaft,associationenergy_pcsaft,ljdiameterhydrate,ljepshydrate,sphericalcoreradiushydrate,deshmationicdiameter,waxformer,b2_largegf,a1_smallgf,b1_smallgf,a1_largegf,b1_largegf,a2_smallgf,b2_smallgf,a2_largegf,cpsolid1,cpsolid2,cpsolid3,cpsolid4,cpliquid1,cpliquid2,cpliquid3,cpliquid4,cpliquid5,mcpr1,mcpr2,mcpr3,parachor_cpa,lambdarsaftvrmie,lambdaasaftvrmie,msaftvrmie,sigma_saft_vr_mie_m,epsiksaftvrmie,associationenergy_saftvrmie,associationvolume_saftvrmie,umrcpa_mc1,umrcpa_mc2,umrcpa_mc3,umrcpa_mc4,umrcpa_mc5,umrcpa_a0,umrcpa_b,umrcpa_assocenergy,umrcpa_assocvolume,umrcpa_associating,umrcpa_racketz,citation
n2h4-,302-01-2,ion,H4N2,0.031045160000000002,938.7180909738339,591.95,14692124.999999998,0.328,386.7,31.045160000000003,9.609999999999999e-05,95510.0,30.1565456946,0.0186160754922,0.000239123863848,-3.3756706788e-07,1.4051437062e-10,none,0.0,0.0,0.0,0.0,0.0,1.0,0.215,3.82,132.0,0.7475297500000001,1.0,0.0,0.0,0.0,0.0,8.16976,0.0,0.0,0.0,0.0,-1.0,solute,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,1000.0,0.1,273.15,275.15,95510.0,238.5,2.92,0.0,0.0,0.0,41371.3976726547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1A,0.0,0.0,0.0,0.0,91196.01624744,4.68,0.4644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12760.0,1.8255116023732143e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"NeqSim v3.20.0 COMP.csv (Equinor/NTNU), Apache-2.0, retrieved 2026-09-18"
hcn-,74-90-8,ion,CHN,0.02602534,547.6338243944867,591.95,5400000.0,0.407,298.78,26.02534,0.000135,129291.0,37.978352,-0.07461815,0.0003018813,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.215,3.63,569.1,0.112410775,1.0,0.0,0.0,0.0,0.0,8.16976,0.0,0.0,0.0,0.0,-1.0,solute,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,1000.0,0.1,273.15,259.75,129291.0,201.8,2.92,0.0,0.0,0.0,29254.325315157294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1A,0.0,0.0,0.0,0.0,91196.01624744,4.68,0.4644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8510.0,9.129098343627982e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"NeqSim v3.20.0 COMP.csv (Equinor/NTNU), Apache-2.0, retrieved 2026-09-18"
cs2-,75-15-0,ion,CS2,0.07514069999999999,1285.554352279935,591.95,7903350.0,0.115,319.35,75.1407,0.00015999999999999999,116700.0,37.978352,-0.07461815,0.0003018813,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.215,4.29901,376.51,0.7845,1.0,0.0,0.0,0.0,0.0,8.16976,0.0,0.0,0.0,0.0,-1.0,solute,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,1000.0,0.1,273.15,161.15,116700.0,237.8,2.92,0.0,0.0,0.0,27718.58057687172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1A,0.0,0.0,0.0,0.0,91196.01624744,4.68,0.4644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4490.0,1.9140732720446068e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"NeqSim v3.20.0 COMP.csv (Equinor/NTNU), Apache-2.0, retrieved 2026-09-18"
ch2o-,50-00-0,ion,CH2O,0.02902598,802.8718791949711,591.95,6586125.0,0.2484,254.05,29.02598,0.000101,-109160.0,37.978352,-0.07461815,0.0003018813,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.215,3.82,132.0,0.60444375,1.0,0.0,0.0,0.0,0.0,8.16976,0.0,0.0,0.0,0.0,-1.0,solute,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,1000.0,0.1,273.15,181.15,-109160.0,218.8,2.92,0.0,0.0,0.0,23848.05769843656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1A,0.0,0.0,0.0,0.0,91196.01624744,4.68,0.4644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1194147974011184e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"NeqSim v3.20.0 COMP.csv (Equinor/NTNU), Apache-2.0, retrieved 2026-09-18"
c2h4o-,75-21-8,ion,C2H4O,0.04305256,856.5108640742113,591.95,7304700.0,0.21,283.659556124,43.05256,0.000139470013947,-52680.0,37.978352,-0.07461815,0.0003018813,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.215,3.82,132.0,0.9685,1.0,0.0,0.0,0.0,0.0,8.16976,0.0,0.0,0.0,0.0,-1.0,solute,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,856.5108640742113,8.256407603630001e-05,160.654,161.8,-52680.0,242.5,2.92,0.0,0.0,0.0,25994.73878212764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1A,0.0,0.0,0.0,0.0,91196.01624744,4.68,0.4644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5270.0,1.4195037201863748e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"NeqSim v3.20.0 COMP.csv (Equinor/NTNU), Apache-2.0, retrieved 2026-09-18"
h+,0-0-0-0,ion,H,0.001,797.0,717.3,29089000.0,0.344,337.7,19.02,9.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.7,0.215,4.06,481.8,0.0,-39.35,4826.0,0.1091,-0.000113,0.0,0.0,0.0,0.0,0.0,0.0,1.0,solute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.384,0.00525,-6.37e-06,207.0,6000.0,1000.0,0.00611,273.0,273.0,0.0,0.0,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,4.06,481.8,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"NeqSim v3.20.0 COMP.csv (Equinor/NTNU), Apache-2.0, retrieved 2026-09-18"
c2h4-,74-85-1,ion,C2H4,0.0280538,566.5875959429861,591.95,5041800.0,0.0866,169.378648434,27.05316,0.00013094548171599998,52560.0,35.0953348158,-0.0730175859636,0.00048182294541,-5.59479999942e-07,2.08776085578e-10,none,0.0,0.0,0.0,0.0,0.0,1.0,0.215,4.04838,169.08,0.7657779,1.0,0.0,0.0,0.0,0.0,8.16976,0.0,0.0,0.0,0.0,-1.0,solute,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,566.5875959429861,0.00121961941966,103.986,104.05,52560.0,219.3,2.92,0.0,0.0,0.0,13556.576228246833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1A,0.0,0.0,0.0,0.0,91196.01624744,4.68,0.4644,0.0,0.0,0.0,,0.0,0.0,0.0,3450.0,9.627551137738643e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"NeqSim v3.20.0 COMP.csv (Equinor/NTNU), Apache-2.0, retrieved 2026-09-18"
hno3,7697-37-2,acid,HNO3,0.063012,1358.835620266826,920.15,22100000.0,0.205,356.15,63.01284,0.000133,-134160.0,37.978352,-0.07461815,0.0003018813,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.215,3.82,132.0,1.12455,0.0,0.0,0.0,0.0,0.0,8.16976,0.0,0.0,0.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,1000.0,0.1,273.15,231.15,-134160.0,266.9,2.92,0.0,0.0,0.0,42516.96482401023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,10600.0,1.6049572989578048e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"NeqSim v3.20.0 COMP.csv (Equinor/NTNU), Apache-2.0, retrieved 2026-09-18"
h2so4,7664-93-9,acid,H2O4S,0.09807848,1533.1460079326603,858.8652605453877,16466813.871086203,0.27640701720972727,610.15,98.07848,0.0001777,-735120.0,37.978352,-0.07461815,0.0003018813,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.215,3.82,132.0,1.0,0.0,0.0,0.0,0.0,0.0,8.16976,0.0,0.0,0.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,1000.0,0.1,273.15,277.305,-735120.0,298.78,2.92,0.0,0.0,0.0,64685.920056315335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,10810.0,1.7320510171355052e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"NeqSim v3.20.0 COMP.csv (Equinor/NTNU), Apache-2.0, retrieved 2026-09-18"
no2-,14797-65-0,ion,NO2-,0.0460055,797.0,717.3,29089000.0,0.344,337.7,46.0055,9.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.7,0.215,3.6,481.8,0.0,-39.35,4826.0,0.1091,-0.000113,-32200.0,0.0,0.0,0.0,0.0,0.0,-1.0,solute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.384,0.00525,-6.37e-06,52.8786226,6000.0,1000.0,0.00611,273.0,273.0,-104600.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,3.6,481.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"NeqSim v3.20.0 COMP.csv (Equinor/NTNU), Apache-2.0, retrieved 2026-09-18"
h2o2,7722-84-1,other,H2O2,0.034014699999999995,1450.0,696.3499999999999,2700000.0,0.113,272.71999999999997,34.0147,7e-05,0.0,0.0,0.0,0.0,0.0,0.0,log,-8.54796,0.76982,-3.1085,1.54481,2.1,1.57,0.0,3.6,481.8,0.0,-39.35,4826.0,0.1091,-0.000113,-187000.0,0.0,0.0,0.0,0.0,0.0,0.0,solute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.384,0.00525,-6.37e-06,52.8786226,6000.0,1000.0,0.00611,273.0,273.0,-136.1,109.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,3.6,481.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"NeqSim v3.20.0 COMP.csv (Equinor/NTNU), Apache-2.0, retrieved 2026-09-18"
nano2,7632-00-0,other,NaNO2,0.069,2170.0,717.3,29089000.0,0.344,337.7,69.0,9.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.7,0.215,3.7,481.8,0.0,-39.35,4826.0,0.1091,-0.000113,-587000.0,0.0,0.0,0.0,0.0,0.0,-1.0,solute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.384,0.00525,-6.37e-06,207.0,6000.0,1000.0,0.00611,273.0,273.0,-242000.0,189.0,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,3.7,481.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"NeqSim v3.20.0 COMP.csv (Equinor/NTNU), Apache-2.0, retrieved 2026-09-18"
nh2so3h,5329-14-6,other,NH2SO3H,0.09709999999999999,2150.0,717.3,29089000.0,0.344,337.7,97.1,9.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.7,0.215,3.7,481.8,0.0,-39.35,4826.0,0.1091,-0.000113,-587000.0,0.0,0.0,0.0,0.0,0.0,0.0,solute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.384,0.00525,-6.37e-06,207.0,6000.0,1000.0,0.00611,273.0,273.0,-242000.0,189.0,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,3.7,481.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"NeqSim v3.20.0 COMP.csv (Equinor/NTNU), Apache-2.0, retrieved 2026-09-18"
nh2so3-,5329-14-6,ion,NH2SO3-,0.09609999999999999,2150.0,717.3,29089000.0,0.344,337.7,96.1,9.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.7,0.215,3.7,481.8,0.0,-39.35,4826.0,0.1091,-0.000113,-587000.0,0.0,0.0,0.0,0.0,0.0,-1.0,solute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.384,0.00525,-6.37e-06,207.0,6000.0,1000.0,0.00611,273.0,273.0,-242000.0,189.0,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,3.7,481.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"NeqSim v3.20.0 COMP.csv (Equinor/NTNU), Apache-2.0, retrieved 2026-09-18"
n2o4,10544-72-6,inert,N2O4,0.092011,1448.0,430.15,9930000.0,0.9,294.29999999999995,92.011,0.000167,9079.0,37.28,-0.002,0.000302,-2.8e-07,9.1e-11,pow10,7.082,1364.0,256.0,0.0,0.0,0.73,0.215,3.82,200.0,1.1,-7.811,3140.0,0.0,0.0,9079.0,2.0,0.0,0.0,0.0,0.0,0.0,solute,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,14650.0,1448.0,0.135,262.0,262.0,9079.0,304.38,2.92,0.0,0.0,0.0,38300.0,0.38,0.0,0.0,0.1,0.882,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,1.53,3.7e-10,190.0,0.0,0.0,3.82,200.0,1.1,1.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"NeqSim v3.20.0 COMP.csv (Equinor/NTNU), Apache-2.0, retrieved 2026-09-18"
n2o4-,10544-72-6,ion,N2O4,0.091011,1448.0,431.0,10000000.0,0.9,294.29999999999995,91.011,0.000167,9079.0,37.28,-0.002,0.000302,-2.8e-07,9.1e-11,none,0.0,0.0,0.0,0.0,0.0,0.73,0.215,3.82,200.0,1.1,1.0,0.0,0.0,0.0,0.0,8.16976,0.0,0.0,0.0,0.0,-1.0,solute,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,14650.0,1448.0,0.135,262.0,262.0,9079.0,304.38,2.92,0.0,0.0,0.0,38300.0,0.38,0.0,0.0,0.1,0.882,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,1.53,3.7e-10,190.0,0.0,0.0,3.82,200.0,1.1,1.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"NeqSim v3.20.0 COMP.csv (Equinor/NTNU), Apache-2.0, retrieved 2026-09-18"
mea+,141-43-5,ion,C2H8NO,0.0620831,1038.0,638.0,6870000.0,0.7966,444.0,62.0831,9.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.7,0.215,4.5,481.8,0.0,-39.35,4826.0,0.1091,-0.000113,0.0,0.0,0.0,0.0,0.0,0.0,1.0,solute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.384,0.00525,-6.37e-06,207.0,6000.0,1000.0,0.00611,273.0,273.0,-242000.0,189.0,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,4.5,481.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"NeqSim v3.20.0 COMP.csv (Equinor/NTNU), Apache-2.0, retrieved 2026-09-18"
meacoo-,141-43-5,ion,C3H6NO3,0.1040831,1038.0,638.0,6870000.0,0.8,444.0,104.0831,9.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.7,0.0,6.0,481.8,0.0,-75.19,12680.0,0.1573,-0.0001225,57900.0,8.16976,8989.3,0.0,0.0,0.0,-1.0,solute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00525,-6.37e-06,207.0,6000.0,1000.0,0.00611,273.0,273.0,-242000.0,189.0,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.797,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0.0,0.0,0.054120713,12000.0,258457.0977,10.75100889,1.364219207,376276.884,10.78358585,1.258298307,0.0,17.38710706,1.76274587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,6.0,481.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"NeqSim v3.20.0 COMP.csv (Equinor/NTNU), Apache-2.0, retrieved 2026-09-18"
